Street,Event,Event Date/Time,Event Nature,P
1006 LEONARD AV,Call,12/31/12 9:17,DOMESTIC DISTURBANCE IP,0.8
1006 LEONARD AV,Call,7/30/12 8:25,DOMESTIC DISTURBANCE,0.8
1006 N COLLEGE DR,Call,12/30/11 10:09,DOMESTIC DISTURBANCE IP,0.8
1006 N COLLEGE DR,Call,7/26/11 12:04,DOMESTIC DISTURBANCE,0.8
1006 N COLLEGE DR,Call,7/23/11 9:37,DOMESTIC DISTURBANCE,0.8
1006 N COLLEGE DR,Report,7/23/11 21:15,DOMESTIC DISTUR,0.8
1006 NEW HAMPSHIRE DR,Call,6/1/12 6:52,DOMESTIC DISTURBANCE IP,0.8
1006 RICHLAND ST,Call,2/21/13 7:28,DOMESTIC DISTURBANCE IP,0.8
1006 SHENANDOAH DR,Call,5/21/13 6:16,DOMESTIC DISTURBANCE IP,0.8
1006-A ANDERSON PL,Call,5/6/12 3:23,DOMESTIC DISTURBANCE IP,0.8
1006-A ANDERSON PL,Call,4/21/11 1:52,DOMESTIC DISTURBANCE,0.8
1006-A ANDERSON PL,Report,3/14/12 12:00,ARMED SUBJECT,0.8
1006-A ANDERSON PL,Report,5/6/12 15:20,ASSAULT,0.8
1006-A ANDERSON PL,Report,12/21/11 23:30,DOMESTIC DISTUR,0.8
1006-B ANDERSON PL,Call,5/1/13 6:51,DOMESTIC DISTURBANCE IP,0.8
1006-B ANDERSON PL,Call,5/30/12 12:56,DOMESTIC DISTURBANCE IP,0.8
1006-B ANDERSON PL,Call,4/27/12 1:37,DOMESTIC DISTURBANCE IP,0.8
1006-B ANDERSON PL,Call,4/6/12 3:18,DOMESTIC DISTURBANCE IP,0.8
1006-B ANDERSON PL,Call,4/5/12 1:02,DOMESTIC DISTURBANCE IP,0.8
1006-B ANDERSON PL,Call,3/24/12 11:01,DOMESTIC DISTURBANCE IP,0.8
1006-B ANDERSON PL,Call,3/11/12 12:26,DOMESTIC DISTURBANCE IP,0.8
1006-B ANDERSON PL,Call,12/22/11 12:06,DOMESTIC DISTURBANCE,0.8
1006-B ANDERSON PL,Report,3/14/12 12:00,ARMED SUBJECT,0.8
1006-B ANDERSON PL,Report,5/6/12 15:20,ASSAULT,0.8
1006-B ANDERSON PL,Report,12/21/11 23:30,DOMESTIC DISTUR,0.8
1006-D HOLTON PL,Call,6/24/11 9:27,DOMESTIC DISTURBANCE,0.8
1007 GRANBY AV,Call,5/6/11 2:41,DOMESTIC DISTURBANCE,0.8
1007 MEREDITH ST,Call,5/15/11 7:43,DOMESTIC DISTURBANCE,0.8
1007 MILL AV,Call,7/8/14 7:02,DOMESTIC DISTURBANCE,0.8
1007 MONTLIEU AV,Call,8/15/14 11:08,DOMESTIC DISTURBANCE IP,0.8
1007 SHEPARD PL,Call,6/10/14 9:19,DOMESTIC DISTURBANCE,0.8
1007 SHEPARD PL,Call,5/31/14 1:26,DOMESTIC DISTURBANCE,0.8
1007 SHEPARD PL,Call,5/14/14 8:26,DOMESTIC DISTURBANCE IP,0.8
1007 SHEPARD PL,Report,6/10/14 21:19,DOMESTIC DISTUR,0.8
1007 SOUTH RD,Call,4/16/14 5:57,DOMESTIC DISTURBANCE,0.8
1007 SOUTH RD,Call,8/12/13 4:30,DOMESTIC DISTURBANCE,0.8
1007 SOUTH RD,Call,6/1/13 9:30,DOMESTIC DISTURBANCE,0.8
1007 SOUTH RD,Call,5/19/13 9:38,DOMESTIC DISTURBANCE,0.8
1007 SOUTH RD,Call,11/21/12 8:24,DOMESTIC DISTURBANCE,0.8
1007 SOUTH RD,Call,3/15/12 9:58,DOMESTIC DISTURBANCE,0.8
1007 SOUTH RD,Call,1/4/12 9:21,DOMESTIC DISTURBANCE,0.8
1007 SOUTH RD,Report,4/16/14 17:50,DOMESTIC DISTUR,0.8
1007 STANTON PL,Call,4/29/14 3:03,DOMESTIC DISTURBANCE IP,0.8
1007 STANTON PL,Call,12/12/12 6:32,DOMESTIC DISTURBANCE,0.8
1007 TIPTON ST,Call,9/28/14 11:47,DOMESTIC DISTURBANCE IP,0.8
1007 TIPTON ST,Call,12/1/11 12:18,DOMESTIC DISTURBANCE,0.8
1007 WILSON PL,Arrest,8/8/11 23:28,POSSESS WIT M/S/D CONTROL SUBSTANCE SCHEDULE II,0.8
1007 WILSON PL,Arrest,6/17/11 19:06,ATTEMPT AND CONSPIRACY; PENALTIES,0.8
1007 WILSON PL,Arrest,8/28/12 17:20,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
1007 WILSON PL,Arrest,6/17/11 19:06,ATTEMPT AND CONSPIRACY; PENALTIES,0.8
1007 WILSON PL,Arrest,10/24/11 18:02,FAILURE TO APPEAR,0.8
1007 WILSON PL,Arrest,8/28/12 17:20,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
1007 WILSON PL,Arrest,8/28/12 17:20,POSSESS CONTROL SUBSTANCE SCHEDULE I,0.8
1007 WILSON PL,Arrest,8/28/12 17:20,POSSESS CONTROL SUBSTANCE SCHEDULE I,0.8
1007 WILSON PL,Arrest,6/17/11 19:06,MAINTAIN DWELLING/VEH FOR CONTROLLED SUBSTANCE,0.8
1007 WILSON PL,Arrest,8/8/11 23:28,FAILURE TO APPEAR,0.8
1007 WILSON PL,Arrest,10/24/11 18:02,FAILURE TO APPEAR,0.8
1007 WILSON PL,Arrest,8/28/12 17:20,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
1007 WILSON PL,Arrest,8/8/11 23:28,FAILURE TO APPEAR,0.8
1007 WILSON PL,Arrest,10/24/11 18:02,FAILURE TO APPEAR,0.8
1007 WILSON PL,Arrest,6/17/11 19:06,MAINTAIN DWELLING/VEH FOR CONTROLLED SUBSTANCE,0.8
1007 WILSON PL,Arrest,6/17/11 19:06,MAINTAIN DWELLING/VEH FOR CONTROLLED SUBSTANCE,0.8
1007 WILSON PL,Arrest,8/28/12 17:20,POSSESS CONTROL SUBSTANCE SCHEDULE I,0.8
1007 WILSON PL,Arrest,6/17/11 19:06,ATTEMPT AND CONSPIRACY; PENALTIES,0.8
1007 WILSON PL,Arrest,8/8/11 23:28,POSSESS WIT M/S/D CONTROL SUBSTANCE SCHEDULE II,0.8
1007 WILSON PL,Arrest,8/8/11 23:28,FAILURE TO APPEAR,0.8
1007 WILSON PL,Arrest,8/8/11 23:28,POSSESS WIT M/S/D CONTROL SUBSTANCE SCHEDULE II,0.8
1007 WILSON PL,Call,8/28/12 4:32,DOMESTIC DISTURBANCE IP,0.8
1007 WILSON PL,Call,8/17/12 7:42,DOMESTIC DISTURBANCE IP,0.8
1007 WILSON PL,Call,8/14/12 1:21,DOMESTIC DISTURBANCE IP,0.8
1007 WILSON PL,Call,5/19/12 5:35,DOMESTIC DISTURBANCE IP,0.8
1007 WILSON PL,Call,1/27/12 2:20,DOMESTIC DISTURBANCE IP,0.8
1007 WILSON PL,Call,1/27/12 1:30,DOMESTIC DISTURBANCE IP,0.8
1007 WILSON PL,Call,9/21/11 12:38,DOMESTIC DISTURBANCE IP,0.8
1007 WILSON PL,Report,8/28/12 16:32,DOMESTIC DISTUR,0.8
1007-A ROBERTS LN,Call,7/22/14 11:18,DOMESTIC DISTURBANCE,0.8
1007-A ROBERTS LN,Call,4/22/13 8:17,DOMESTIC DISTURBANCE,0.8
1007-A ROBERTS LN,Call,4/30/12 8:15,DOMESTIC DISTURBANCE,0.8
1007-A ROBERTS LN,Call,4/3/12 9:54,DOMESTIC DISTURBANCE,0.8
1007-A ROBERTS LN,Call,3/18/12 6:56,DOMESTIC DISTURBANCE,0.8
1007-A ROBERTS LN,Call,1/5/12 4:24,DOMESTIC DISTURBANCE,0.8
1007-A ROBERTS LN,Call,11/5/11 2:13,DOMESTIC DISTURBANCE,0.8
1007-A ROBERTS LN,Call,9/22/11 8:15,DOMESTIC DISTURBANCE,0.8
1007-C ROBERTS LN,Call,6/17/14 9:10,DOMESTIC DISTURBANCE IP,0.8
1008 ANDERSON PL,Call,10/12/13 8:37,DOMESTIC DISTURBANCE,0.8
1008 ANDERSON PL,Call,12/29/12 11:58,DOMESTIC DISTURBANCE,0.8
1008 CAMPBELL ST,Call,5/25/11 6:43,DOMESTIC DISTURBANCE,0.8
1008 COUNCIL ST,Call,12/10/12 4:32,DOMESTIC DISTURBANCE,0.8
1008 MEADOWBROOK BV,Call,5/1/14 4:27,DOMESTIC DISTURBANCE IP,0.8
1008 MEADOWBROOK BV,Call,5/1/14 4:01,DOMESTIC DISTURBANCE IP,0.8
1008 MEADOWBROOK BV,Call,3/6/14 2:37,DOMESTIC DISTURBANCE IP,0.8
1008 MEADOWBROOK BV,Call,3/2/14 7:37,DOMESTIC DISTURBANCE IP,0.8
1008 MEADOWBROOK BV,Call,11/12/13 9:55,DOMESTIC DISTURBANCE IP,0.8
1008 MEADOWBROOK BV,Call,10/26/13 6:40,DOMESTIC DISTURBANCE IP,0.8
1008 MEADOWBROOK BV,Call,10/4/13 4:34,DOMESTIC DISTURBANCE IP,0.8
1008 MEADOWBROOK BV,Call,8/23/13 2:56,DOMESTIC DISTURBANCE,0.8
1008 MEADOWBROOK BV,Call,5/20/11 10:44,DOMESTIC DISTURBANCE,0.8
1008 N ROTARY DR,Call,6/5/13 3:35,DOMESTIC DISTURBANCE,0.8
1008 N ROTARY DR,Call,12/25/12 2:43,DOMESTIC DISTURBANCE,0.8
1008 NATHAN HUNT DR,Call,4/18/13 5:41,DOMESTIC DISTURBANCE,0.8
1008 NATHAN HUNT DR,Call,1/26/13 1:22,DOMESTIC DISTURBANCE IP,0.8
1008 NORTHSIDE CT,Call,6/10/12 12:04,DOMESTIC DISTURBANCE,0.8
1008 ROBERTS LN,Call,10/21/12 12:46,DOMESTIC DISTURBANCE,0.8
1008 ROBERTS LN,Call,7/24/12 6:02,DOMESTIC DISTURBANCE,0.8
1008 ROBERTS LN,Report,10/21/12 0:46,DOMESTIC DISTUR,0.8
1008-A CAMPBELL ST,Call,6/16/11 11:06,DOMESTIC DISTURBANCE,0.8
1008-A CAMPBELL ST,Call,4/14/11 10:53,DOMESTIC DISTURBANCE,0.8
1008-A CAMPBELL ST,Report,6/16/11 23:00,DOMESTIC DISTUR,0.8
1008-C ANDERSON PL,Call,5/1/11 9:47,DOMESTIC DISTURBANCE,0.8
1009 CHARLOTTE AV,Call,3/19/14 9:34,DOMESTIC DISTURBANCE IP,0.8
1009 E KEARNS AV,Call,5/21/11 11:22,DOMESTIC DISTURBANCE,0.8
1009 E KEARNS AV,Call,4/27/11 9:30,DOMESTIC DISTURBANCE,0.8
1009 GRANBY AV,Arrest,8/28/13 3:10,LARCENY,0.8
1009 GRANBY AV,Arrest,8/27/11 11:14,FAILURE TO APPEAR,0.8
1009 GRANBY AV,Arrest,8/28/13 3:10,AFFRAY OR SIMPLE ASSAULT,0.8
1009 GRANBY AV,Arrest,9/8/14 19:21,ASSAULT BY POINTING A GUN,0.8
1009 GRANBY AV,Arrest,4/1/11 11:20,FAILURE TO APPEAR,0.8
1009 GRANBY AV,Arrest,8/27/11 11:14,FAILURE TO APPEAR - FELONY,0.8
1009 GRANBY AV,Arrest,4/17/11 14:00,FAILURE TO APPEAR,0.8
1009 GRANBY AV,Arrest,8/28/13 3:10,CYBERSTALKING,0.8
1009 GRANBY AV,Arrest,7/11/14 16:40,INTERFERING WITH ELECTRIC GAS OR WATER METERS,0.8
1009 GRANBY AV,Arrest,8/11/14 20:40,FAILURE TO APPEAR,0.8
1009 GRANBY AV,Arrest,9/8/14 19:21,COMMUNICATING THREATS,0.8
1009 GRANBY AV,Call,8/28/13 2:37,DOMESTIC DISTURBANCE IP,0.8
1009 GRANBY AV,Call,3/23/13 3:22,DOMESTIC DISTURBANCE,0.8
1009 GRANBY AV,Call,3/23/13 12:35,DOMESTIC DISTURBANCE IP,0.8
1009 GRANBY AV,Call,1/19/13 2:47,DOMESTIC DISTURBANCE IP,0.8
1009 GRANBY AV,Report,8/28/13 2:36,ASSAULT HPD,0.8
1009 HICKORY CHAPEL RD,Call,3/31/13 11:29,DOMESTIC DISTURBANCE,0.8
1009 HICKORY CHAPEL RD,Call,3/27/13 7:37,DOMESTIC DISTURBANCE,0.8
1009 HICKORY CHAPEL RD,Call,2/13/13 5:43,DOMESTIC DISTURBANCE,0.8
1009 HICKORY CHAPEL RD,Call,11/23/12 2:53,DOMESTIC DISTURBANCE,0.8
1009 HICKORY CHAPEL RD,Call,10/9/11 2:23,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Arrest,11/6/13 14:13,VANDALISM-TO REAL PROPERTY WILLFUL AND WANTON INJURY,0.8
1009 LEONARD AV,Arrest,9/11/11 5:20,ASSAULT ON FEMALE,0.8
1009 LEONARD AV,Arrest,5/29/12 1:20,VIO DOM VIOLENCE ACT,0.8
1009 LEONARD AV,Arrest,11/6/13 14:13,TRESPASS (FIRST DEGREE),0.8
1009 LEONARD AV,Arrest,7/25/13 16:18,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
1009 LEONARD AV,Arrest,11/6/13 14:13,LARCENY,0.8
1009 LEONARD AV,Arrest,10/29/12 15:44,BREAKING AND ENTERING - BUILDING  (MISDEMEANOR),0.8
1009 LEONARD AV,Arrest,4/6/11 13:02,"WEAPONS ON CAMPUS-BB GUN,AIR RIFLE,STUN GUN",0.8
1009 LEONARD AV,Arrest,4/9/13 7:28,FAILURE TO APPEAR,0.8
1009 LEONARD AV,Arrest,10/31/12 17:02,VIO DOM VIOLENCE ACT,0.8
1009 LEONARD AV,Arrest,8/21/12 8:08,FAILURE TO APPEAR,0.8
1009 LEONARD AV,Arrest,9/16/13 13:30,PROBATION VIOLATION,0.8
1009 LEONARD AV,Arrest,4/9/13 14:45,VIOLATION OF RELEASE ORDER IN OFFICERS PRESENCE,0.8
1009 LEONARD AV,Arrest,10/31/12 17:02,BREAKING AND ENTERING - BUILDING  (MISDEMEANOR),0.8
1009 LEONARD AV,Arrest,10/29/12 15:44,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
1009 LEONARD AV,Arrest,10/31/12 17:02,VANDALISM-TO REAL PROPERTY WILLFUL AND WANTON INJURY,0.8
1009 LEONARD AV,Arrest,10/31/12 17:02,ASSAULT ON FEMALE,0.8
1009 LEONARD AV,Arrest,4/9/13 7:28,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
1009 LEONARD AV,Arrest,9/16/13 13:30,LARCENY (MISDEMEANOR),0.8
1009 LEONARD AV,Arrest,2/9/12 8:46,FAILURE TO APPEAR,0.8
1009 LEONARD AV,Arrest,3/19/13 10:02,FAILURE TO APPEAR,0.8
1009 LEONARD AV,Arrest,10/23/11 2:00,ASSAULT INFLICTING SERIOUS INJURY OR AWDW,0.8
1009 LEONARD AV,Arrest,4/26/14 1:29,COMMUNICATING THREATS,0.8
1009 LEONARD AV,Arrest,5/18/14 1:30,ASSAULT & BATTERY,0.8
1009 LEONARD AV,Arrest,7/19/12 23:40,POSSESS SCHEDULE VI,0.8
1009 LEONARD AV,Call,10/13/14 10:30,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,10/1/14 9:03,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,9/26/14 1:37,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,8/23/14 12:20,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,4/30/14 9:15,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,4/26/14 12:43,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,4/25/14 4:33,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,4/12/14 10:23,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,4/6/14 5:01,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,2/7/14 9:29,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,1/26/14 1:37,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,1/19/14 2:11,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,11/12/13 4:34,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,10/20/13 11:08,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,10/1/13 6:02,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,9/16/13 1:30,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,8/22/13 3:02,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,8/22/13 11:45,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,7/19/13 5:56,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,7/18/13 6:48,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,6/22/13 6:32,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,6/17/13 12:32,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,6/5/13 7:45,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,6/1/13 2:34,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,4/10/13 1:08,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,4/9/13 3:35,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,2/5/13 8:04,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,11/29/12 5:40,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,11/3/12 12:34,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,10/31/12 7:46,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,9/22/12 12:29,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,8/8/12 12:30,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,7/22/12 7:28,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,6/12/12 6:45,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,5/29/12 1:08,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,5/6/12 6:43,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,3/25/12 6:12,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,2/28/12 11:45,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,1/14/12 12:29,DOMESTIC DISTURBANCE IP,0.8
1009 LEONARD AV,Call,12/23/11 10:02,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,11/4/11 1:29,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,9/3/11 7:25,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,8/10/11 10:32,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,8/4/11 5:00,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,7/20/11 7:30,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,6/5/11 8:00,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,5/4/11 6:30,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Call,4/5/11 12:46,DOMESTIC DISTURBANCE,0.8
1009 LEONARD AV,Report,3/26/13 3:25,DOMESTIC DISTUR,0.8
1009 LEONARD AV,Report,3/25/12 18:12,DOMESTIC DISTUR,0.8
1009 LEONARD AV,Report,10/25/14 14:00,ASSISTANCE,0.8
1009 LEONARD AV,Report,8/22/13 13:54,FOLLOW UP,0.8
1009 LEONARD AV,Report,6/8/12 17:32,SEXUAL ASSAULT,0.8
1009 LEONARD AV,Report,6/28/13 8:56,FOLLOW UP 10-79,0.8
1009 LEONARD AV,Report,2/4/13 22:00,DOMESTIC DISTUR,0.8
1009 LEONARD AV,Report,4/25/14 16:33,DOMESTIC DISTUR,0.8
1009 LEONARD AV,Report,5/30/14 21:00,VANDALISM-HPD,0.8
1009 REDDING DR,Call,9/3/12 11:44,DOMESTIC DISTURBANCE IP,0.8
1009 REDDING DR,Call,10/8/11 12:37,DOMESTIC DISTURBANCE,0.8
1009 REDDING DR,Report,9/3/12 23:42,DOMESTIC DISTUR,0.8
1009 SHARON ST,Call,9/18/12 6:20,DOMESTIC DISTURBANCE,0.8
1009 SHARON ST,Call,7/25/12 12:56,DOMESTIC DISTURBANCE IP,0.8
1009 WELLINGTON ST,Call,2/14/14 9:05,DOMESTIC DISTURBANCE IP,0.8
1009 WELLINGTON ST,Call,3/21/12 5:47,DOMESTIC DISTURBANCE,0.8
1009-A ALBERT AV,Call,8/6/12 12:36,DOMESTIC DISTURBANCE IP,0.8
1009-A ALBERT AV,Call,1/31/12 8:42,DOMESTIC DISTURBANCE IP,0.8
1009-A ROBERTS LN,Call,6/25/13 10:09,DOMESTIC DISTURBANCE IP,0.8
1009-B PARK ST,Call,6/9/12 1:45,DOMESTIC DISTURBANCE IP,0.8
1009-D ROBERTS LN,Call,12/18/13 8:18,DOMESTIC DISTURBANCE IP,0.8
1009-D ROBERTS LN,Call,12/9/13 9:24,DOMESTIC DISTURBANCE IP,0.8
1009-D ROBERTS LN,Call,2/16/13 4:07,DOMESTIC DISTURBANCE IP,0.8
1009-D ROBERTS LN,Call,12/23/12 3:52,DOMESTIC DISTURBANCE,0.8
1009-D ROBERTS LN,Call,10/28/12 3:21,DOMESTIC DISTURBANCE,0.8
101 CHARLES AV,Call,4/21/11 6:26,DOMESTIC DISTURBANCE,0.8
101 CHASE AV,Call,7/16/11 2:37,DOMESTIC DISTURBANCE,0.8
101 GORDON ST,Arrest,6/11/11 0:30,LARCENY AFTER B & E,0.8
101 GORDON ST,Arrest,4/1/11 11:38,POSSESS WITM/S/D CONTROLL SUBSTANCE SCHEDULE VI,0.8
101 GORDON ST,Arrest,6/11/11 0:30,BREAKING AND ENTERING-BUILDING  (FELONY),0.8
101 GORDON ST,Arrest,6/11/11 0:30,OBTAINING PROPERTY BY FALSE PRETENSES,0.8
101 GORDON ST,Arrest,9/4/13 23:31,BURGLARY (FIRST DEGREE),0.8
101 GORDON ST,Arrest,6/1/13 20:44,POSSESS CONTROL SUBSTANCE SCHEDULE VI,0.8
101 GORDON ST,Arrest,12/4/13 15:45,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
101 GORDON ST,Arrest,5/25/14 22:38,BATTERY OF AN UNBORN CHILD,0.8
101 GORDON ST,Arrest,11/10/11 23:46,PROBATION VIOLATION (FELONY),0.8
101 GORDON ST,Arrest,7/6/13 22:31,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
101 GORDON ST,Arrest,3/11/13 4:58,ASSAULT INFLICTING SERIOUS INJURY,0.8
101 GORDON ST,Arrest,5/25/14 22:38,ASSAULT ON FEMALE,0.8
101 GORDON ST,Arrest,6/1/13 20:44,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
101 GORDON ST,Arrest,12/4/13 15:45,COMMON LAW ROBBERY,0.8
101 GORDON ST,Arrest,3/11/13 4:58,FAILURE TO APPEAR,0.8
101 GORDON ST,Arrest,6/11/11 0:30,FELONY CONSPIRACY,0.8
101 GORDON ST,Arrest,8/17/13 9:49,BREAKING AND ENTERING - BUILDING  (MISDEMEANOR),0.8
101 GORDON ST,Arrest,3/11/13 4:58,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
101 GORDON ST,Call,5/25/14 4:50,DOMESTIC DISTURBANCE IP,0.8
101 GORDON ST,Call,8/27/13 4:43,DOMESTIC DISTURBANCE,0.8
101 GORDON ST,Call,7/22/12 7:15,DOMESTIC DISTURBANCE,0.8
101 GORDON ST,Report,5/25/14 16:45,DOMESTIC DISTUR,0.8
101 MANOR DR,Arrest,1/5/14 7:00,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
101 MANOR DR,Call,1/5/14 5:35,DOMESTIC DISTURBANCE IP,0.8
101 MARYWOOD DR,Arrest,6/15/14 15:48,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
101 MARYWOOD DR,Call,6/15/14 1:27,DOMESTIC DISTURBANCE IP,0.8
101 MARYWOOD DR,Report,6/15/14 12:00,DOMESTIC DISTUR,0.8
101 OXFORD PL,Call,11/4/12 12:27,DOMESTIC DISTURBANCE,0.8
101 PRICE ST,Call,7/29/13 4:11,DOMESTIC DISTURBANCE IP,0.8
101 PRICE ST,Call,12/31/11 3:59,DOMESTIC DISTURBANCE IP,0.8
101 PRICE ST,Call,8/1/11 7:43,DOMESTIC DISTURBANCE,0.8
101 PRICE ST,Report,12/31/11 15:59,DOMESTIC DISTUR,0.8
101-1 OXFORD PL,Call,10/16/11 7:44,DOMESTIC DISTURBANCE,0.8
101-11 OXFORD PL,Call,7/11/13 9:01,DOMESTIC DISTURBANCE IP,0.8
101-11 OXFORD PL,Call,12/2/12 12:28,DOMESTIC DISTURBANCE IP,0.8
101-14 OXFORD PL,Call,8/10/13 8:00,DOMESTIC DISTURBANCE,0.8
101-14 OXFORD PL,Call,1/24/13 11:48,DOMESTIC DISTURBANCE IP,0.8
101-20 OXFORD PL,Call,6/20/13 6:39,DOMESTIC DISTURBANCE,0.8
101-6 OXFORD PL,Arrest,10/31/13 0:16,HIT AND RUN PROPERTY DAMAGE,0.8
101-6 OXFORD PL,Arrest,8/22/13 2:34,ASSAULT & BATTERY,0.8
101-6 OXFORD PL,Arrest,10/31/13 0:16,IMPAIRED DRIVING,0.8
101-6 OXFORD PL,Call,1/4/14 12:45,DOMESTIC DISTURBANCE,0.8
101-6 OXFORD PL,Call,10/24/13 4:05,DOMESTIC DISTURBANCE IP,0.8
101-6 OXFORD PL,Call,8/22/13 1:56,DOMESTIC DISTURBANCE IP,0.8
101-6 OXFORD PL,Report,8/22/13 1:55,DOMESTIC DISTUR,0.8
101-J NORTHGATE CT,Arrest,7/31/11 22:29,PROBATION VIOLATION,0.8
101-J NORTHGATE CT,Arrest,12/8/11 19:53,UNAUTHORIZED USE OF MOTOR VEHICLE,0.8
101-J NORTHGATE CT,Arrest,1/4/13 20:52,ASSAULT INFLICTING SERIOUS INJURY OR AWDW,0.8
101-J NORTHGATE CT,Arrest,11/15/12 9:02,FALSE REPORT TO POLICE RADIO BROADCASTING STATION,0.8
101-J NORTHGATE CT,Arrest,5/2/12 17:00,KIDNAPPING,0.8
101-J NORTHGATE CT,Arrest,11/13/12 14:01,COMMUNICATING THREATS,0.8
101-J NORTHGATE CT,Arrest,1/4/13 20:52,INTERFERING WITH EMERGENCY COMMUNICATION,0.8
101-J NORTHGATE CT,Arrest,1/4/13 20:52,KIDNAPPING,0.8
101-J NORTHGATE CT,Arrest,7/7/11 1:51,UNAUTHORIZED USE OF MOTOR VEHICLE,0.8
101-J NORTHGATE CT,Call,5/1/12 6:33,DOMESTIC DISTURBANCE IP,0.8
101-J NORTHGATE CT,Report,10/2/14 21:50,KIDNAPPING,0.8
101-J NORTHGATE CT,Report,5/1/12 17:30,DOMESTIC DISTUR,0.8
1010 ADAMS ST,Call,10/29/14 12:24,DOMESTIC DISTURBANCE,0.8
1010 E FAIRFIELD RD,Call,4/27/13 2:20,DOMESTIC DISTURBANCE IP,0.8
1010 GARRISON ST,Call,9/25/11 8:33,DOMESTIC DISTURBANCE IP,0.8
1010 GRANT ST,Call,7/19/12 9:24,DOMESTIC DISTURBANCE,0.8
1010 GREENSBORO RD,Arrest,4/28/12 12:02,ASSAULT & BATTERY,0.8
1010 GREENSBORO RD,Arrest,4/28/12 12:02,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
